Budget,Release Year,Revenue,Title,Starring Actors Popularity
150000000,2006,397850012,Mission: Impossible III,7539.442377
150000000,2006,599045960,Casino Royale,295.7174859
137000000,2003,245360480,Hulk,494.4995162
125000000,2000,546388105,Mission: Impossible II,4856.612478
149000000,2006,64459316,Flushed Away,5197.240468
123000000,2000,345141403,How the Grinch Stole Christmas,3210.630405
170000000,2011,185770160,Hugo,1548.579627
165000000,2010,494878759,How to Train Your Dragon,1796.920158
165000000,2010,752600867,Shrek Forever After,6307.468672
180000000,2013,407602906,Pacific Rim,182.7243759
150000000,2007,585349010,I Am Legend,5951.460525
150000000,2007,623722818,Ratatouille,532.3927951
150000000,2007,938212738,Harry Potter and the Order of the Phoenix,4924.726433
150000000,2007,287594577,Bee Movie,2436.793552
150000000,2007,709709780,Transformers,23.43969559
190000000,2015,209154322,Tomorrowland,4456.282754
190000000,2015,1506249360,Furious 7,2429.132621
125000000,2001,976475550,Harry Potter and the Philosopher's Stone,0.0
110000000,1997,333011068,Tomorrow Never Dies,1533.618169
120000000,2000,325756637,The Perfect Storm,759.6932112
170000000,2012,396600000,Snow White and the Huntsman,2452.136256
175000000,2013,150962475,47 Ronin,3663.474002
160000000,2010,825532764,Inception,4563.019726
180000000,2014,758539785,Maleficent,4594.549463
130000000,2003,273339556,Bad Boys II,4024.524242
115000000,1999,924317558,Star Wars: Episode I - The Phantom Menace,660.1297795
150000000,2008,163712074,The Incredible Hulk,984.8319104
150000000,2008,309979994,Bolt,2577.579341
150000000,2008,624029371,Hancock,6584.095246
150000000,2008,333932083,The Curious Case of Benjamin Button,5556.699604
150000000,2008,603900354,Madagascar: Escape 2 Africa,4225.52758
178000000,2014,370541256,Edge of Tomorrow,8486.475649
120000000,2001,186053725,Atlantis: The Lost Empire,2340.729602
135000000,2005,76932943,Stealth,622.401877
100000000,1995,336529144,Batman Forever,1495.262591
170000000,2013,644571402,Thor: The Dark World,4509.23826
165000000,2012,471222889,Wreck-It Ralph,619.490006
160000000,2011,353624124,X-Men: First Class,601.2119548
130000000,2004,789804554,Harry Potter and the Prisoner of Azkaban,2784.157212
155000000,2010,415686217,The Chronicles of Narnia: The Voyage of the Dawn Treader,960.857704
185000000,2016,343471816,Star Trek Beyond,1690.739955
150000000,2009,836297228,Transformers: Revenge of the Fallen,2513.644383
150000000,2009,385680446,Star Trek,821.2966598
150000000,2009,413106170,Night at the Museum: Battle of the Smithsonian,5143.849481
150000000,2009,373062864,X-Men Origins: Wolverine,2091.259966
150000000,2009,356613439,Angels & Demons,7888.843687
150000000,2009,292817841,G-Force,751.6317296
105000000,1997,121214377,Starship Troopers,0.0
145000000,2008,401128639,The Mummy: Tomb of the Dragon Emperor,941.2390791
132000000,2005,591739379,War of the Worlds,6885.697845
140000000,2007,258022233,Rush Hour 3,1305.942367
98000000,1995,10017322,Cutthroat Island,360.1023614
120000000,2002,649398328,Star Wars: Episode II - Attack of the Clones,2060.049225
120000000,2002,169956806,Stuart Little 2,2573.283656
176000003,2015,183987723,Jupiter Ascending,2058.123007
100000000,1996,242295562,Eraser,4244.5466
100000000,1996,100138851,The Hunchback of Notre Dame,1880.666568
170000000,2014,714766572,Captain America: The Winter Soldier,3584.44737
170000000,2014,773328629,Guardians of the Galaxy,4062.486933
170000000,2014,710644566,Dawn of the Planet of the Apes,3349.958082
175000000,2015,331926147,The Good Dinosaur,283.4478368
175000000,2015,857611174,Inside Out,190.4815587
180000000,2016,356743061,The Legend of Tarzan,2144.422585
130000000,2005,211643158,Kingdom of Heaven,1666.986592
130000000,2005,119269486,Sahara,1296.477128
115000000,2001,274703340,Lara Croft: Tomb Raider,1549.821591
115000000,2001,562816256,"Monsters, Inc.",1307.575711
150000000,2010,335154643,Prince of Persia: The Sands of Time,1285.141911
150000000,2010,215283742,The Sorcerer's Apprentice,3645.376594
150000000,2010,318502923,The Last Airbender,0.0
125000000,2004,544272402,The Day After Tomorrow,677.4300066
178000000,2016,543934787,X-Men: Apocalypse,3873.726988
140000000,2008,585174222,Iron Man,606.658837
110000000,2000,215294342,The Patriot,3340.606064
120000000,2003,259175788,Charlie's Angels: Full Throttle,3722.62668
165000000,2014,652105443,Big Hero 6,0.0
165000000,2014,675120017,Interstellar,3602.986825
175000000,2016,745000000,Suicide Squad,7356.107717
175000000,2016,966550600,The Jungle Book,1755.800021
126000000,2005,162949164,The Island,3059.408255
115000000,2002,77628265,Windtalkers,2581.210066
150000000,2011,38992758,Mars Needs Moms,1702.700527
150000000,2011,665692281,Kung Fu Panda 2,4126.573343
150000000,2011,449326618,Thor,3985.704796
120000000,2004,347234916,"I, Robot",4339.666084
170000000,2016,299370084,Alice Through the Looking Glass,8292.100868
130000000,2007,289047763,Fantastic 4: Rise of the Silver Surfer,371.1985955
55000000,1978,300218018,Superman,873.5594984
150000000,2012,245527149,Dark Shadows,8455.192785
150000000,2012,301000000,Wrath of the Titans,4036.761349
145000000,2011,694713380,Mission: Impossible - Ghost Protocol,7724.911174
125000000,2006,767820459,The Da Vinci Code,7265.071495
85000000,1993,137298489,Last Action Hero,3495.563001
90000000,1995,366101666,Die Hard: With a Vengeance,1092.608337
107000000,2001,87713825,Ali,3361.742715
92000000,1996,494471524,Twister,667.0591621
116000000,2004,102000000,The Aviator,4179.063867
100000000,1999,211989043,End of Days,5015.469248
100000000,1999,93700000,Bicentennial Man,4149.024849
103000000,2000,457640427,Gladiator,197.902127
165000000,2016,389681935,Independence Day: Resurgence,3102.078251
160000000,2015,653428261,The Hunger Games: Mockingjay - Part 2,3530.12943
130000000,2008,49554002,Australia,2073.583111
130000000,2008,631744560,Kung Fu Panda,2365.338722
150000000,2013,205366737,White House Down,1682.386756
150000000,2013,1274219009,Frozen,291.9362443
145000000,2012,746921274,Madagascar 3: Europe's Most Wanted,5836.42529
145000000,2012,306941670,Rise of the Guardians,2091.596541
80000000,1992,280000000,Batman Returns,884.6683923
140000000,2011,370569774,Captain America: The First Avenger,3448.014757
95000000,1998,250288523,The Mask of Zorro,1459.531891
110000000,2003,407711549,X2,3227.219396
120000000,2006,461983149,Cars,860.7739797
100000000,2000,155464351,What Lies Beneath,8214.26295
100000000,2000,169327687,The Emperor's New Groove,868.9577933
160000000,2016,433677183,Warcraft,354.3427965
130000000,2009,185258983,Watchmen,1361.71587
155000000,2015,440603537,Terminator Genisys,4193.086455
102000000,2001,147080413,Swordfish,2193.658063
90000000,1997,263920180,The Fifth Element,1717.47504
90000000,1997,140807547,The Devil's Own,7678.076521
90000000,1997,171120329,Contact,517.6116034
90000000,1997,589390539,Men in Black,2049.274093
110000000,2004,362744280,Ocean's Twelve,3462.5235
110000000,2004,103951461,Home on the Range,89.14720477
110000000,2004,72178895,Around the World in 80 Days,1291.19361
54000000,1980,190458706,Superman II,912.7666211
135000000,2011,245724603,Rango,7103.62202
113000000,2005,850000000,Star Wars: Episode III - Revenge of the Sith,3059.408255
100000000,2001,362211740,Planet of the Apes,886.3693462
100000000,2001,235926552,A.I. Artificial Intelligence,146.4018779
70000000,1989,90000098,The Abyss,617.88754
130000000,2010,321887208,Megamind,6314.382562
150000000,2015,1513528810,Jurassic World,1444.576228
150000000,2015,378858340,Mad Max: Fury Road,2061.927375
150000000,2015,682330139,Mission: Impossible - Rogue Nation,8639.488968
150000000,2015,128388320,Pan,4418.622619
102000000,2002,358372926,Minority Report,5809.25407
145000000,2014,609123048,How to Train Your Dragon 2,2536.684573
145000000,2014,272912430,Mr. Peabody & Sherman,30.02172811
90000000,1998,304320254,Mulan,2107.833018
90000000,1998,250649836,Enemy of the State,2756.919583
90000000,1998,69131860,Babe: Pig in the City,72.05994502
90000000,1998,142940100,Meet Joe Black,2064.989208
98000000,2001,433013274,The Mummy Returns,239.6992108
95000000,2000,190213455,Hollow Man,1384.364596
95000000,2000,76432727,The Road to El Dorado,384.2025593
110000000,2005,478207520,Mr. & Mrs. Smith,4620.910772
120000000,2008,93945766,Speed Racer,534.1342186
100000000,2002,7103973,The Adventures of Pluto Nash,4094.325049
100000000,2002,193772504,Gangs of New York,3518.826707
100000000,2002,35168966,K-19: The Widowmaker,7985.771195
100000000,2002,876688482,Harry Potter and the Chamber of Secrets,1535.617471
70000000,1990,240031094,Die Hard 2,318.4597531
130000000,2011,554987477,Puss in Boots,1709.670493
130000000,2011,150406466,Happy Feet Two,4469.162271
130000000,2011,371940071,The Adventures of Tintin,2124.802038
105000000,2004,115772733,The Chronicles of Riddick,1697.028557
58000000,1984,25928721,The Cotton Club,0.0
125000000,2010,232713139,Clash of the Titans,3922.087039
31115000,1963,71000000,Cleopatra,190.9742745
85000000,1997,315156409,Air Force One,7678.076521
90000000,1999,497366869,Toy Story 2,4719.576802
90000000,1999,60289912,The Insider,1631.68771
90000000,1999,161626121,Payback,3142.106432
140000000,2014,268031828,Exodus: Gods and Kings,4431.873848
110000000,2006,574480841,Night at the Museum,3619.024408
92000000,2000,264105545,Charlie's Angels,1979.642045
135000000,2013,585178928,The Croods,3829.500738
135000000,2013,282570682,Turbo,1233.128521
70000000,1991,300854823,Hook,1459.024594
94000000,2001,54744738,Driven,410.1194741
130000000,2012,276572938,The Bourne Legacy,1140.09786
130000000,2012,403170142,Prometheus,839.7488926
145000000,2016,521170825,Kung Fu Panda 3,3148.634177
125000000,2011,626137675,Fast Five,1817.503333
125000000,2011,334615000,Sherlock Holmes: A Game of Shadows,2941.543509
93000000,2001,368780809,Jurassic Park III,2300.533542
93000000,2001,871368364,The Lord of the Rings: The Fellowship of the Ring,490.6421945
85000000,1998,71485043,What Dreams May Come,3763.785314
80000000,1996,250200000,Space Jam,0.0
80000000,1996,309492681,Ransom,2006.919126
80000000,1996,457696359,Mission: Impossible,3672.131329
80000000,1996,159212469,Daylight,2515.696241
90000000,2000,60874615,Mission to Mars,1882.000823
90000000,2000,237202299,Gone in Sixty Seconds,2201.77622
90000000,2000,429632142,Cast Away,5920.060344
90000000,2000,14828081,Supernova,182.2812646
63000000,1988,189015611,Rambo III,1406.659183
144000000,2016,229147509,Ghostbusters,2868.233136
110000000,2007,383531464,Live Free or Die Hard,5593.339187
110000000,2007,228738393,Ghost Rider,3275.961706
92000000,2001,172989651,Black Hawk Down,1538.255659
92000000,2001,143049560,Spy Game,2469.64467
120000000,2010,48668907,How Do You Know,2358.501679
100000000,2004,82102379,Catwoman,1492.770956
100000000,2004,108103450,Hidalgo,3368.15251
100000000,2004,347451894,National Treasure,2632.081879
130000000,2013,243843127,After Earth,7453.191675
130000000,2013,847423452,The Hunger Games: Catching Fire,1581.383909
130000000,2013,61648500,R.I.P.D.,2104.481836
130000000,2013,371876278,G.I. Joe: Retaliation,1607.380844
80000000,1997,245676146,Face/Off,1540.382463
80000000,1997,177977226,Flubber,3119.508053
80000000,1997,17626234,The Postman,3494.54785
90000000,2001,10372291,Town & Country,732.918137
90000000,2001,347325802,Rush Hour 2,679.7851266
65000000,1990,261317921,Total Recall,1553.854889
