Budget,Release Year,Revenue,Title,Starring Actors Popularity
45000000,1994,788241776,The Lion King,263.7132797
70000000,2009,171844840,Couples Retreat,1793.705815
70000000,2009,319131050,Inglourious Basterds,6062.112498
70000000,2009,104945765,Planet 51,1018.522013
70000000,2009,39041505,Agora,932.4444758
64000000,2006,101595121,Little Man,363.3844072
62000000,2005,52304001,Æon Flux,964.190716
32350000,1983,572700000,Return of the Jedi,4933.566168
60000000,2004,219417255,The Terminal,6847.670612
60000000,2004,13395939,Alfie,675.3148957
60000000,2004,74541707,Ladder 49,2400.693104
60000000,2004,61347797,After the Sunset,3531.254639
60000000,2004,256697520,The Village,1498.709998
60000000,2004,170268750,Starsky & Hutch,1493.6708
50000000,1998,44547681,The Negotiator,1549.739288
50000000,1998,202292902,Patch Adams,3763.785314
47000000,1996,12379402,Mary Reilly,1982.299333
47000000,1996,102825796,The Cable Guy,2368.50406
65000000,2007,84785914,Zodiac,1167.102158
63000000,2006,162945894,World Trade Center,3051.897353
40000000,1991,205405498,JFK,1093.762779
45000000,1995,20350754,Showgirls,132.2650492
52000000,2000,256271286,Erin Brockovich,3690.701496
55000000,2002,6416302,D-Tox,2507.139034
55000000,2002,154906693,Maid in Manhattan,1285.44057
46000000,1996,100860818,Courage Under Fire,1285.898098
46000000,1996,150000000,Star Trek: First Contact,227.3571661
60000000,2005,71073932,xXx: State of the Union,3620.5376
60000000,2005,55987321,Doom,632.6171082
60000000,2005,129181830,Cheaper by the Dozen 2,771.9186163
42000000,1993,270248367,The Firm,2925.617663
50000000,1999,73956241,The Hurricane,1618.05838
50000000,1999,58900031,The Story of Us,3526.877004
53000000,2001,29700000,Angel Eyes,683.7510517
53000000,2001,83282296,Blow,652.5421291
65000000,2008,128107642,Step Brothers,1064.835632
56000000,2003,12923936,Gods and Generals,957.7761081
44000000,1995,13681765,Nixon,1394.205785
51000000,2000,149270999,"Me, Myself & Irene",3210.630405
52500000,2001,179213434,Moulin Rouge!,1538.255659
48000000,1998,77745568,Out of Sight,467.7651559
54000000,2002,155010032,Blade II,493.0637771
17000000,1963,10000000,55 Days at Peking,191.7859152
40000000,1992,75505856,The Last of the Mohicans,5.429120879
40000000,1992,70100000,Boomerang,1738.239269
40000000,1992,243240178,A Few Good Men,2480.8763
40000000,1992,107458785,A League of Their Own,484.3832601
40000000,1992,14358033,Memoirs of an Invisible Man,233.1410886
40000000,1992,215862692,Dracula,654.6342935
45000000,1996,53854588,Tin Cup,3472.942138
45000000,1996,17300889,The Phantom,0.0
57000000,2004,28283637,Thunderbirds,0.0
55000000,2003,34234008,The Hunted,3866.958043
55000000,2003,231449203,American Wedding,873.6637812
55000000,2003,33828318,Stuck on You,2805.075562
60000000,2006,17800000,Flyboys,1151.308108
60000000,2006,77920346,The Sentinel,1819.273892
58000000,2005,102854431,Just Like Heaven,792.1299989
20000000,1969,31678778,Paint Your Wagon,116.3453159
65000000,2009,93525586,The Lovely Bones,2047.264581
65000000,2009,44091067,Astro Boy,3469.649525
56000000,2004,57223890,Walking Tall,367.2259443
61000000,2007,95696996,Shooter,1682.752814
38000000,1991,34416893,The Doors,802.894655
44000000,1996,165615285,Sleepers,1342.73804
48000000,1999,124305181,The Thomas Crown Affair,2354.300944
54000000,2003,7266209,Gigli,2544.611194
17000000,1964,72070731,My Fair Lady,343.3164068
45000000,1997,136885767,Anaconda,915.8488236
45000000,1997,181000000,Liar Liar,2507.059011
45000000,1997,2154540,Shadow Conspiracy,1140.677519
57000000,2005,52034889,Elizabethtown,3154.029588
28000000,1981,195312802,For Your Eyes Only,1975.332629
52000000,2002,352114312,Catch Me If You Can,6340.246738
62000000,2008,41819064,The Love Guru,4072.923767
60000000,2007,361366633,Alvin and the Chipmunks,150.0829318
60000000,2007,137587063,Bridge to Terabithia,792.6394099
27000000,1980,115229890,The Blues Brothers,524.3779626
50000000,2001,79958599,Exit Wounds,463.2839823
50000000,2001,100020092,Don't Say a Word,1904.595022
35000000,1989,411348924,Batman,432.4770924
56000000,2005,113006880,The Pacifier,1826.60862
31000000,1985,128499205,Out of Africa,732.8589795
48000000,2000,90383208,Bedazzled,176.3902578
48000000,2000,207515725,Traffic,1607.557892
40000000,1994,24332324,Renaissance Man,1245.851235
45000000,1998,131183530,Blade,127.2216077
45000000,1998,11203026,Deep Rising,30.8973599
28000000,1982,33139618,Blade Runner,4947.973552
49000000,2001,72700000,The One,147.4604954
55000000,2005,223387299,Flightplan,970.7347026
60000000,2008,50650079,Meet Dave,6524.550253
60000000,2008,39031337,The Spirit,3795.230674
60000000,2008,57490374,Inkheart,941.2390791
60000000,2008,50877145,The Tale of Despereaux,6052.98766
60000000,2008,163403799,The Happening,2075.518776
60000000,2008,244082376,Marley & Me,1610.36916
60000000,2008,73174566,Righteous Kill,3701.155796
50000000,2002,56714147,Murder by Numbers,1694.239561
50000000,2002,26199517,Blood Work,1145.393391
50000000,2002,119137784,Unfaithful,1790.119519
50000000,2002,171269535,Mr. Deeds,892.5610255
35000000,1990,57120318,Predator 2,339.0426267
30000000,1985,152427960,A View to a Kill,2812.395458
48000000,2001,50315140,K-PAX,1596.168715
48000000,2001,85498534,Rat Race,1404.901236
48000000,2001,35743308,Riding in Cars with Boys,2026.053832
45000000,1999,90683916,Galaxy Quest,1115.251305
45000000,1999,10667893,Universal Soldier: The Return,523.7905065
15000000,1962,69995385,Lawrence of Arabia,176.571345
55000000,2006,9450897,All the King's Men,3270.999531
55000000,2006,65664721,16 Blocks,5086.848041
55000000,2006,307077295,The Pursuit of Happyness,5664.685931
46000000,2000,107196498,Shaft,1580.980413
24000000,1978,21049053,The Wiz,0.0
60000000,2009,62357900,Year One,2265.057603
60000000,2009,122233971,Invictus,4480.408524
60000000,2009,87784194,State of Play,2401.148336
60000000,2009,124596398,Coraline,1157.988925
60000000,2009,31720158,The Soloist,1313.08743
58000000,2008,41299492,Leatherheads,3125.696297
50000000,2003,177371441,How to Lose a Guy in 10 Days,1086.975584
50000000,2003,88323487,Shanghai Knights,1185.892596
50000000,2003,42792561,Basic,2596.816975
50000000,2003,55495563,Out of Time,2357.806136
50000000,2003,38955598,The Life of David Gale,3165.647524
53000000,2005,95226116,Be Cool,2525.574233
35000000,1991,182300000,Cape Fear,431.3048796
27500000,1983,187500000,Octopussy,2431.027998
38000000,1994,120000000,Star Trek: Generations,0.0
48000000,2002,196397415,Panic Room,736.9482168
54000000,2006,130431368,"You, Me and Dupree",956.2831937
54000000,2006,132511035,V for Vendetta,3748.773044
40000000,1996,49627779,The Island of Dr. Moreau,1520.384512
40000000,1996,152266007,A Time to Kill,1092.777519
45000000,2000,212000000,Miss Congeniality,1417.896854
45000000,2000,224834564,Chicken Run,3340.606064
45000000,2000,113916474,Coyote Ugly,868.9577933
28000000,1984,333000000,Indiana Jones and the Temple of Doom,6359.179376
52000000,2005,77944725,Hostage,5100.524805
55000000,2007,70016220,3:10 to Yuma,1754.897666
55000000,2007,74237563,Elizabeth: The Golden Age,1920.382116
27000000,1983,16519460,Krull,0.0
27000000,1983,21500000,The Right Stuff,0.0
58000000,2009,85280250,Did You Hear About the Morgans?,1986.474187
50000000,2004,49718611,Raising Helen,1430.813741
50000000,2004,40203020,Bridget Jones: The Edge of Reason,1956.793527
50000000,2004,200804534,Garfield,471.2186678
50000000,2004,170128460,Shall We Dance?,1964.551176
50000000,2004,6808550,The Big Bounce,2955.917212
50000000,2004,34808403,The Life Aquatic with Steve Zissou,1573.902617
35000000,1992,4651977,Radio Flyer,0.0
35000000,1992,321731527,Lethal Weapon 3,1168.557693
32000000,1989,156167015,Licence to Kill,445.4960187
44000000,2000,21400000,Battlefield Earth,2211.64998
48000000,2003,220673217,Scary Movie 3,0.0
40000000,1997,87840042,Spawn,307.6541911
40000000,1997,45916769,The Rainmaker,1202.559372
18000000,1970,24911670,Catch-22,4.359786297
45000000,2001,141220678,Scary Movie 2,6.892181759
45000000,2001,104876233,Training Day,2136.240206
52000000,2006,204999686,The Break-Up,1405.918239
22000000,1977,12000000,Sorcerer,1704.716089
22000000,1977,50750000,A Bridge Too Far,834.0679087
55000000,2008,17869048,City of Ember,117.5907466
55000000,2008,113020255,Changeling,2365.338722
55000000,2008,168167691,Seven Pounds,6584.095246
55000000,2008,127906624,The Forbidden Kingdom,1615.351339
46000000,2002,113714830,Insomnia,4014.476504
27000000,1984,20158808,The NeverEnding Story,0.0
42000000,1999,363889678,Notting Hill,2627.735292
50000000,2005,66002004,Herbie Fully Loaded,1073.803667
50000000,2005,161451538,The Ring Two,899.6542346
50000000,2005,44434439,Into the Blue,790.5607752
50000000,2005,22944502,Domino,467.8106275
50000000,2005,94000000,Syriana,3148.5481
50000000,2005,104478416,The Hitchhiker's Guide to the Galaxy,276.4751984
50000000,2005,110803676,The Dukes of Hazzard,740.5848387
50000000,2005,69425966,The Adventures of Sharkboy and Lavagirl,0.0
50000000,2005,42093706,Oliver Twist,831.7075573
34000000,1992,48169908,Malcolm X,92.14500384
43000000,2000,80049764,Finding Forrester,3752.920564
30000000,1988,38413606,Midnight Run,415.7717226
38000000,1996,17380126,Extreme Measures,1930.972095
38000000,1996,10300000,White Squall,101.3448634
51000000,2006,72779000,Barnyard,936.0495873
40000000,1998,38172500,Quest for Camelot,1828.343489
40000000,1998,54682547,Small Soldiers,406.1077371
45000000,2002,306776732,Chicago,1128.041389
45000000,2002,94935764,Changing Lanes,2150.847989
42000000,2000,32168970,Reindeer Games,1882.000823
50000000,2006,61112916,The Shaggy Dog,1963.928708
51500000,2007,55112356,Eastern Promises,3420.982311
50000000,2006,55181129,The Ant Bully,3986.956613
50000000,2006,69834815,Curious George,2577.741374
50000000,2006,111340801,Underworld: Evolution,1060.093951
50000000,2006,132180323,Perfume: The Story of a Murderer,0.0
50000000,2006,97607453,Silent Hill,982.9548807
50000000,2006,49111202,The Black Dahlia,989.6642766
50000000,2006,88715192,Failure to Launch,1433.731563
34000000,1993,32255440,The Age of Innocence,831.9284169
35000000,1994,99423521,Street Fighter,388.212912
31000000,1990,53208180,Arachnophobia,0.0
30000000,1989,70200000,Star Trek V: The Final Frontier,1138.547767
30000000,1989,45892212,Black Rain,848.1680623
38000000,1997,299288605,My Best Friend's Wedding,1960.652023
25000000,1983,65884703,Scarface,861.8220025
41300000,2000,106371651,The Whole Nine Yards,4670.531146
40000000,1999,672806292,The Sixth Sense,3526.877004
40000000,1999,128798265,The Talented Mr. Ripley,1338.754584
40000000,1999,96618699,8MM,2084.600625
45000000,2003,124914842,"Legally Blonde 2: Red, White & Blonde",717.6351812
52000000,2008,609841637,Mamma Mia!,3349.247715
42000000,2001,35402320,Original Sin,864.505428
50000000,2007,32017803,Sunshine,226.2757495
50000000,2007,90450008,Hairspray,2526.083461
50000000,2007,82169884,Hannibal Rising,222.0668826
53000000,2009,126690726,Law Abiding Citizen,1363.574521
35000000,1995,113374103,Species,789.0095875
35000000,1995,15000000,The Horseman on the Roof,0.0
43000000,2002,68696770,The Sweetest Thing,3395.242885
37000000,1997,6482195,Switchback,1001.691028
30000000,1990,199200000,The Hunt for Red October,3197.50897
25000000,1984,8613462,The Bounty,343.7525678
25000000,1984,5778353,Sheena,0.0
40000000,2000,144056873,The Beach,3436.940403
40000000,2000,55707411,Pay It Forward,1537.833711
40000000,2000,30199105,The Art of War,376.6585636
40000000,2000,161834276,Scream 3,775.0036728
40000000,2000,36037909,Hanging Up,1393.170871
45000000,2004,129394835,Resident Evil: Apocalypse,294.4116324
45000000,2004,21009180,Flight of the Phoenix,677.4300066
28000000,1988,140767956,Die Hard,0.0
27000000,1987,38122105,The Running Man,804.3908851
42000000,2002,63781810,High Crimes,2584.20325
20000000,1977,303788635,Close Encounters of the Third Kind,2036.521803
47000000,2006,38085778,Happily N'Ever After,957.322369
32000000,1993,36733909,Alive,568.4936561
36000000,1997,12532777,Gattaca,598.201243
36000000,1997,74000000,Amistad,2434.850969
36000000,1997,50159144,Breakdown,686.1118495
30000000,1991,74787599,The Prince of Tides,69.76193363
30000000,1991,191502426,The Addams Family,2131.963622
38000000,1999,635096,Ride with the Devil,130.6011308
38000000,1999,28121100,The Deep End of the Ocean,1428.574586
38000000,1999,58401898,The Ninth Gate,291.1904523
25000000,1985,11137801,Return to Oz,0.0
40000000,2001,91753202,Behind Enemy Lines,2228.292099
40000000,2001,65754228,Sweet November,1777.692244
40000000,2001,27053815,The Musketeer,153.381523
40000000,2001,141069860,Shallow Hal,1334.885795
45000000,2005,92374674,Four Brothers,1628.16275
45000000,2005,38058335,The Producers,1709.012399
45000000,2005,50871113,Unleashed,3205.093729
45000000,2005,56070433,Kicking & Screaming,1022.904939
41000000,2002,215000000,8 Mile,157.292828
20000000,1978,187884007,Jaws 2,1707.295543
50000000,2009,40828540,Gamer,1363.574521
50000000,2009,106303988,Race to Witch Mountain,1018.522013
50000000,2009,60161391,The International,1127.715964
50000000,2009,12764201,Street Fighter: The Legend of Chun-Li,708.3240897
50000000,2009,155446362,Knowing,3469.649525
50000000,2009,36348784,The Boat That Rocked,1348.762966
50000000,2009,709827462,The Twilight Saga: New Moon,810.232579
33000000,1995,327311859,Se7en,1436.36325
35000000,1997,126216940,L.A. Confidential,1202.559372
35000000,1997,41954997,Donnie Brasco,1377.220521
35000000,1997,25105255,Midnight in the Garden of Good and Evil,0.0
37000000,1999,48451803,Magnolia,529.9772358
25000000,1986,38748395,Little Shop of Horrors,0.0
25000000,1986,11000000,Big Trouble in Little China,372.2577443
25000000,1986,79817939,The Golden Child,1037.676666
40000000,2002,22433915,City By The Sea,2371.674478
40000000,2002,8493890,Big Trouble,1871.318831
40000000,2002,18902015,FearDotCom,211.6286248
40000000,2002,10959475,Extreme Ops,228.6424916
40000000,2002,16872671,Life or Something Like It,1118.950086
45000000,2006,184376254,Inside Man,2592.073866
45000000,2006,82800000,Firewall,7137.995039
45000000,2006,38399961,Last Holiday,981.8493641
45000000,2006,178262620,Scary Movie 4,400.4402763
22000000,1982,77737889,Gandhi,0.0
42000000,2004,171963386,Along Came Polly,1493.6708
20000000,1979,35841901,The Black Hole,106.9703646
32000000,1995,18552460,The Quick and the Dead,1418.930632
43000000,2005,91974818,The Skeleton Key,473.2774832
43000000,2005,56681566,Elektra,138.815474
43000000,2005,154749918,Monster-in-Law,1367.006392
38000000,2001,207283925,The Fast and the Furious,964.8372365
25000000,1987,76270454,The Untouchables,2168.398307
40000000,2003,244931766,Love Actually,255.0764374
40000000,2003,190212113,Cheaper by the Dozen,231.5775337
40000000,2003,160583018,Johnny English,445.900911
40000000,2003,19322135,Duplex,2015.232892
40000000,2003,141591324,Gothika,1311.004052
45000000,2007,175372502,The Bucket List,3316.278037
45000000,2007,4607608,Love in the Time of Cholera,525.8264151
45000000,2007,148412065,Resident Evil: Extinction,496.0786683
24000000,1986,133000000,Star Trek IV: The Voyage Home,885.1467976
42000000,2005,24127895,Lord of War,3071.534976
35000000,1999,40263020,Blast from the Past,329.7837337
32000000,1996,152036382,Phenomenon,1014.317692
36000000,2000,3003296,Isn't She Great,322.4531046
37000000,2001,165335153,The Princess Diaries,517.7135687
30000000,1994,51132598,The Naked Gun 33�? The Final Insult,217.9619128
30000000,1994,160638883,Legends of the Fall,1107.269658
30000000,1994,350448145,Speed,83.36415706
38000000,2002,119723358,Spy Kids 2: The Island of Lost Dreams,1134.109643
38000000,2002,51801187,Enough,864.7895214
21000000,1982,177200000,Tootsie,1001.125182
25000000,1988,412800000,Rain Man,984.9944609
40000000,2004,46546197,Torque,827.9070175
40000000,2004,92913171,Secret Window,1964.314661
40000000,2004,95149435,The Princess Diaries 2: Royal Engagement,654.3223482
40000000,2004,26155781,The Whole Ten Yards,5184.698853
40000000,2004,124731534,Ray,228.7944719
45000000,2008,42487390,Bangkok Dangerous,3499.344412
45000000,2008,101702060,Journey to the Center of the Earth,941.2390791
45000000,2008,9323833,Miracle at St. Anna,32.03722508
45000000,2008,73762516,Death Race,596.6033184
28000000,1992,504050219,Aladdin,1502.354827
27000000,1991,96900000,Star Trek VI: The Undiscovered Country,1239.995977
34200000,1999,234801895,Big Daddy,391.6691322
8250000,1951,30000000,Quo Vadis,0.0
20000000,1981,2297493,Under the Rainbow,3902.128517
30250000,1995,115101622,Get Shorty,1418.930632
32000000,1997,3566637,Cats Don't Dance,0.0
26000000,1990,61489265,Flatliners,186.807031
35866397,2001,20217080,Winged Migration,0.0
30000000,1995,373554033,Toy Story,2377.875526
30000000,1995,254134910,Babe,0.0
30000000,1995,24048000,Virtuosity,965.5063687
30000000,1995,212385533,Ace Ventura: When Nature Calls,1365.63237
38000000,2003,197011982,Spy Kids 3-D: Game Over,1348.437143
39000000,2004,6614280,Against the Ropes,1326.775478
40000000,2005,117195061,Corpse Bride,2223.95669
40000000,2005,46442528,Get Rich or Die Tryin',90.96849601
40000000,2005,68766121,House of Wax,43.76665055
40000000,2005,158733820,Sin City,129.5539211
40000000,2005,31670620,Rent,139.263467
45000000,2009,57881056,Aliens in the Attic,0.0
28000000,1993,669276,The Thief and the Cobbler,3329.157516
28000000,1993,39514713,Hocus Pocus,64.58812247
19000000,1980,44017374,The Shining,339.4359458
20000000,1982,79114085,Conan the Barbarian,1453.775424
33000000,1999,310940086,Austin Powers: The Spy Who Shagged Me,336.4891858
35000000,2001,147934180,Spy Kids,864.505428
35000000,2001,29400000,The Pledge,2081.895087
35000000,2001,74558115,From Hell,652.5421291
35000000,2001,94728529,The Wedding Planner,893.5518021
35000000,2001,13678913,American Outlaws,86.33859142
36000000,2002,102244770,John Q,2253.116885
23000000,1987,51881013,Jaws: The Revenge,487.9276502
23000000,1987,43984230,The Last Emperor,177.8634737
39000000,2005,38869464,Serenity,499.727657
25000000,1990,46836394,GoodFellas,337.8186457
17000000,1977,8720000,Damnation Alley,0.0
40000000,2006,23937870,Stormbreaker,4798.87819
40000000,2006,138259062,Big Momma's House 2,1052.916328
40000000,2006,109676311,The Prestige,1223.144674
40000000,2006,120175290,Apocalypto,0.0
40000000,2006,60474340,Marie Antoinette,3158.839774
40000000,2006,114830111,The Lake House,3768.259685
40000000,2006,86915017,The Illusionist,909.4388453
40000000,2006,120455994,Eight Below,835.7614011
22700000,1987,38119483,Spaceballs,161.8443151
34000000,2001,19693891,Summer Catch,267.9568309
33000000,2000,104155843,The Cell,526.2366799
35000000,2002,45479110,Queen of the Damned,144.4510975
35000000,2002,29882645,The Four Feathers,682.5826685
35000000,2002,75395048,The Count of Monte Cristo,313.0733452
35000000,2002,16838910,Femme Fatale,1134.109643
35000000,2002,120072577,The Pianist,158.3002836
35000000,2002,68349884,Ghost Ship,457.787841
36000000,2003,44350926,A Man Apart,1666.979576
41677699,2008,187479518,Ponyo,0.0
37000000,2004,96455697,13 Going on 30,41.69695822
37000000,2004,113086475,White Chicks,213.0206674
30000000,1997,51376861,Mortal Kombat: Annihilation,357.4785756
25000000,1991,78000000,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,154.9210341
40000000,2007,145896422,Music and Lyrics,2596.52042
40000000,2007,41797066,Aliens vs Predator: Requiem,0.0
40000000,2007,62771059,The Reaping,578.443341
18000000,1980,23000000,Raging Bull,248.8522827
18000000,1980,538400000,The Empire Strikes Back,2399.596647
28000000,1995,31596911,Rob Roy,730.6710169
27000000,1994,101646581,Timecop,85.50736687
35000000,2003,11560806,The Order,714.0579083
35000000,2003,131282949,School of Rock,1263.679336
32000000,2000,48814909,Men of Honor,1648.536761
26000000,1993,206678440,Philadelphia,694.0260561
30000000,1998,19204929,The Replacement Killers,466.5266335
30000000,1998,82150642,Elizabeth,0.0
30000000,1998,100491683,The Rugrats Movie,1221.039178
30000000,1998,29202884,Bulworth,346.9836965
30000000,1998,9898412,Very Bad Things,1185.042164
38000000,2006,29907685,Pulse,0.0
25000000,1992,411006740,The Bodyguard,2330.623628
40000000,2008,9793496,The Express,1423.315707
40000000,2008,7400000,The Children of Huang Shi,344.5561745
40000000,2008,84601681,Made of Honor,696.070583
40000000,2008,151161491,Vantage Point,1423.315707
18000000,1981,12000000,Blow Out,541.2605685
18000000,1981,2945600,The Legend of the Lone Ranger,0.0
18000000,1981,14110013,Dragonslayer,0.0
18000000,1981,389925971,Raiders of the Lost Ark,3923.652266
28000000,1996,16900000,Michael Collins,673.4059187
41000000,2009,91636986,"I Love You, Man",466.4097603
24000000,1991,41895491,The Fisher King,794.7744001
20000000,1985,18432000,Ladyhawke,208.6764776
33000000,2002,102984862,Resident Evil,325.9772522
35000000,2004,22034832,Little Black Book,622.9907429
35000000,2004,36098382,Jersey Girl,2643.255232
32000000,2001,40222729,Hardball,1777.692244
26000000,1994,36800000,Highlander: The Final Dimension,108.2987988
31000000,2000,68106245,Frequency,457.7803888
11000000,1965,111858363,Doctor Zhivago,0.0
38000000,2007,5410749,Virgin Territory,2078.086041
10000000,1962,50100000,The Longest Day,0.0
25000000,1993,441286195,Mrs. Doubtfire,2505.02476
25000000,1993,56505065,Tombstone,838.4646921
40000000,2009,46471023,Fantastic Mr. Fox,3316.277271
40000000,2009,28169671,Cirque du Freak: The Vampire's Assistant,558.0537271
40000000,2009,129540499,Julie & Julia,2278.959221
40000000,2009,317375031,The Proposal,2014.700413
40000000,2009,177259441,He's Just Not That Into You,2819.855832
40000000,2009,28972508,Shorts,132.2368565
40000000,2009,186167139,The Final Destination,0.0
40000000,2009,12206028,Whiteout,1444.484821
40000000,2009,60462347,Ninja Assassin,206.1957466
18000000,1982,70687344,Firefox,352.1349001
28000000,1997,5684789,Kundun,0.0
28000000,1997,8345056,A Simple Wish,95.20784947
27000000,1996,231976425,The English Patient,702.6758343
27000000,1996,25023434,Kingpin,66.53188287
35000000,2005,19294901,Cursed,532.6167423
35000000,2005,19478106,Valiant,3059.408255
35000000,2005,68915888,Guess Who,394.5891966
35000000,2005,86369815,Sky High,791.0767313
35000000,2005,25224242,North Country,964.190716
32000000,2002,55157539,The Mothman Prophecies,1790.119519
31000000,2001,24185781,Hearts in Atlantis,2007.801044
23000000,1991,7434726,Harley Davidson and the Marlboro Man,15.15631158
23000000,1991,86930411,The Naked Gun 2½: The Smell of Fear,44.45892445
30000000,2000,173959438,Big Momma's House,440.321877
30000000,2000,47126295,High Fidelity,698.4352002
30000000,2000,136706683,Remember the Titans,1958.337866
30000000,2000,45554533,The Tigger Movie,0.0
30000000,2000,37036004,Keeping the Faith,771.3234122
39000000,2009,101229792,The Time Traveler's Wife,1155.002781
29000000,1999,50041732,Stigmata,824.0427733
25000000,1994,28341469,The Shawshank Redemption,1411.726408
25000000,1994,22200000,Don Juan DeMarco,1378.308384
25000000,1994,48063435,The Shadow,580.7035049
17000000,1981,2000000,Roar,0.0
19000000,1985,381109762,Back to the Future,99.75158861
22000000,1990,505000000,Ghost,339.0426267
22000000,1990,424208848,Dances with Wolves,174.020706
27000000,1997,60527873,Kiss the Girls,2434.850969
20000000,1987,299965036,Beverly Hills Cop II,1211.515736
33000000,2004,54700105,The Punisher,2400.693104
35000000,2006,42064105,A Good Year,1736.523418
35000000,2006,10496317,Bandidas,670.3744345
35000000,2006,15304890,The Fountain,1223.144674
35000000,2006,326551094,The Devil Wears Prada,930.737026
35000000,2006,12506188,Zoom,1963.928708
32000000,2003,52277485,Radio,1431.539352
32000000,2003,173398518,Elf,819.2626086
26000000,1996,116400000,The First Wives Club,557.9031866
31000000,2002,177394432,Hero,360.1157639
37000000,2008,392616625,Twilight,314.8776678
37000000,2008,63800345,Space Chimps,663.7738446
37000000,2008,100076342,Nim's Island,1442.938538
37000000,2008,163720069,Burn After Reading,5556.699604
12000000,1970,89800000,Patton,42.02670119
30000000,2001,287553595,American Pie 2,418.2703142
30000000,2001,23619609,The Glass House,573.0468603
30000000,2001,18195610,Antitrust,391.3263224
38000000,2009,205298907,The Ugly Truth,1363.574521
25000000,1995,4064495,Tank Girl,0.0
26500000,1997,159375308,Princess Mononoke,0.0
18000000,1984,87000000,Star Trek III: The Search for Spock,693.8330158
18000000,1984,51973029,Amadeus,0.0
18000000,1984,100000000,Conan the Destroyer,213.7115073
28000000,1999,8888143,"Mystery, Alaska",75.0967357
36500000,2008,21834845,The Inhabited Island,0.0
15000000,1978,50000000,The Deer Hunter,101.0739375
25530000,1996,20080020,Flipper,656.4281077
27000000,1998,27200316,Dark City,199.0527729
27000000,1998,76000000,The Newton Boys,606.3852327
20000000,1988,13854000,My Stepmother is an Alien,591.2836472
35000000,2007,63215872,Lions for Lambs,7889.21116
35000000,2007,18317151,Walk Hard: The Dewey Cox Story,387.5026516
35000000,2007,69307224,License to Wed,4691.174525
32000000,2004,50907422,Team America: World Police,0.0
30000000,2002,105834556,About Schmidt,2073.829873
30000000,2002,33013805,Confessions of a Dangerous Mind,4163.114089
30000000,2002,27674124,The Quiet American,924.208671
30000000,2002,180622424,Sweet Home Alabama,344.4219281
25000000,1996,10070000,Mrs. Winterbourne,83.63378356
25000000,1996,51702483,Maximum Risk,462.7537924
25000000,1996,17193231,Fled,111.6114957
9400000,1963,60000000,"It's a Mad, Mad, Mad, Mad World",127.2515238
13000000,1974,47542841,The Godfather: Part II,889.6724359
28000000,2000,33000337,Dracula 2000,577.2157119
28000000,2000,90449929,Bring It On,561.3861944
18500000,1986,183316455,Aliens,277.4726085
17900000,1985,6948633,Red Sonja,672.8973991
24000000,1995,182016617,The Bridges of Madison County,696.5430537
27000000,1999,56870414,Lake Placid,2009.9023
34000000,2007,95608995,TMNT,1041.348033
33000000,2006,62022014,Snakes on a Plane,3745.331713
14000000,1977,185438673,The Spy Who Loved Me,873.372044
14000000,1977,30749142,Exorcist II: The Heretic,1490.615693
35000000,2008,25871834,Superhero Movie,202.212073
35000000,2008,170000000,What Happens in Vegas,6220.808033
35000000,2008,75225693,Revolutionary Road,4548.639108
35000000,2008,72436439,Mirrors,426.4935762
35000000,2008,69823199,21,2002.145363
35000000,2008,85416905,Max Payne,1770.232332
35000000,2008,32483410,Untraceable,817.7595786
35000000,2008,43650785,Welcome Home Roscoe Jenkins,1450.749111
32000000,2005,60740827,A History of Violence,3453.339751
32000000,2005,97918663,Are We There Yet?,969.7307071
32000000,2005,85167639,Transporter 2,397.8462835
26000000,1998,65705772,Ever After: A Cinderella Story,1549.793718
31000000,2004,27388767,Ella Enchanted,1299.143582
31000000,2004,41512007,Wimbledon,2696.42792
23000000,1994,351583407,The Mask,0.0
30000000,2003,180949000,Kill Bill: Vol. 1,529.2092256
30000000,2003,15368897,Alex & Emma,904.7164465
30000000,2003,114908830,Freddy vs. Jason,365.9187105
30000000,2003,90259536,Identity,846.5879154
29000000,2002,16930185,Serving Sara,312.4051566
25000000,1997,100000000,Spice World,0.0
16000000,1982,53977250,The Verdict,976.075511
18000000,1986,41382841,Peggy Sue Got Married,0.0
28000000,2001,14010832,Ghosts of Mars,647.6555371
28000000,2001,77516304,Serendipity,759.9427367
28000000,2001,60780981,Zoolander,1350.429374
15000000,1980,67182787,Coal Miner's Daughter,0.0
22000000,1993,10696210,RoboCop 3,126.8974865
22000000,1993,321365567,Schindler's List,170.6201072
10500000,1968,68700000,2001: A Space Odyssey,0.0
20000000,1990,53000000,Edward Scissorhands,186.807031
35000000,2009,27409889,The Young Victoria,445.5835153
35000000,2009,92219310,Old Dogs,4535.775271
35000000,2009,155545279,Hannah Montana: The Movie,396.364512
35000000,2009,459270619,The Hangover,19.92635851
35000000,2009,91353501,Underworld: Rise of the Lycans,327.6122282
35000000,2009,73034460,Hotel for Dogs,291.4663227
32000000,2006,5914908,The Good German,2706.43621
32000000,2006,80197993,Nacho Libre,1186.834093
11000000,1970,2200000,The Molly Maguires,2177.219769
30000000,2004,152159461,Kill Bill: Vol. 2,748.6974953
30000000,2004,611899420,The Passion of the Christ,507.9412526
30000000,2004,21800302,Mr. 3000,188.4407679
30000000,2004,140161792,The SpongeBob SquarePants Movie,9.440303384
